GUID,PROVID,PROVNAME,SDNAME,GEOTYPE,TEXTTHEME,TEXTID,HIER,INDENT,TEXTNAME,TEXTDATA,MDATA,FDATA
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14013,4.3.4.1,1,  Median total income of lone-parent economic families in 2015 ($),41216,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14014,4.3.4.2,1,  Median after-tax income of lone-parent economic families in 2015 ($),38272,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14015,4.3.4.3,1,  Average family size of lone-parent economic families,2.6,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14016,4.3.5,0,Total - Income statistics in 2015 for economic families in private households - 25% sample data,2500,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14017,4.3.5.1,1,  Average total income of economic families in 2015 ($),102876,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14018,4.3.5.2,1,  Average after-tax income of economic families in 2015 ($),83811,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14019,4.3.6,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data,1050,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14020,4.3.6.1,1,  Average total income of couple economic families without children or other relatives in 2015 ($),113844,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14021,4.3.6.2,1,  Average after-tax income of couple economic families without children or other relatives in 2015 ($),92335,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14022,4.3.7,0,Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data,810,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14023,4.3.7.1,1,  Average total income of couple economic families with children in 2015 ($),128542,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14024,4.3.7.2,1,  Average after-tax income of couple economic families with children in 2015 ($),102618,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14025,4.3.8,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data,555,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14026,4.3.8.1,1,  Average total income of lone-parent economic families in 2015 ($),48615,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14027,4.3.8.2,1,  Average after-tax income of lone-parent economic families in 2015 ($),42813,,
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14028,4.3.9,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data,1880,775,1110
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14029,4.3.9.1,1,  Median total income in 2015 for persons aged 15 years and over not in economic families ($),25429,27115,24563
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14030,4.3.9.2,1,  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($),23936,24928,23435
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14031,4.3.10,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,1845,745,1100
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14032,4.3.10.1,1,  Average total income in 2015 for persons aged 15 years and over not in economic families ($),35075,36597,34047
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14033,4.3.10.2,1,  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($),29986,30977,29317
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14034,4.3.11,0,Total - Economic family income decile group for the population in private households - 100% data,8775,4095,4680
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14035,4.3.11.1,1,  In the bottom half of the distribution,5390,2425,2965
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14036,4.3.11.1.1,2,    In the bottom decile,1280,580,700
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14037,4.3.11.1.2,2,    In the second decile,1255,510,735
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14038,4.3.11.1.3,2,    In the third decile,1040,470,565
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14039,4.3.11.1.4,2,    In the fourth decile,870,415,455
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14040,4.3.11.1.5,2,    In the fifth decile,945,440,500
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14041,4.3.11.2,1,  In the top half of the distribution,3385,1665,1715
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14042,4.3.11.2.1,2,    In the sixth decile,790,400,385
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14043,4.3.11.2.2,2,    In the seventh decile,695,330,365
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14044,4.3.11.2.3,2,    In the eighth decile,725,355,375
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14045,4.3.11.2.4,2,    In the ninth decile,615,305,315
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,14046,4.3.11.2.5,2,    In the top decile,565,285,280
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15000,4.4.1,0,Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,8775,4090,4685
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15001,4.4.1.1,1,  0 to 17 years,1615,810,800
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15002,4.4.1.1.1,2,    0 to 5 years,520,265,250
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15003,4.4.1.2,1,  18 to 64 years,5240,2460,2775
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15004,4.4.1.3,1,  65 years and over,1920,815,1105
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15005,4.4.2,0,"In low income based on the Low-income measure, after tax (LIM-AT)",1980,855,1125
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15006,4.4.2.1,1,  0 to 17 years,465,245,220
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15007,4.4.2.1.1,2,    0 to 5 years,150,85,65
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15008,4.4.2.2,1,  18 to 64 years,1110,495,615
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15009,4.4.2.3,1,  65 years and over,405,115,290
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15010,4.4.3,0,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",22.6,20.9,24
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15011,4.4.3.1,1,  0 to 17 years (%),28.8,30.2,27.5
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15012,4.4.3.1.1,2,    0 to 5 years (%),28.8,32.1,26
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15013,4.4.3.2,1,  18 to 64 years (%),21.2,20.1,22.2
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15014,4.4.3.3,1,  65 years and over (%),21.1,14.1,26.2
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15015,4.4.4,0,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",870,410,460
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15016,4.4.4.1,1,  0 to 17 years,195,100,100
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15017,4.4.4.1.1,2,    0 to 5 years,65,35,35
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15018,4.4.4.2,1,  18 to 64 years,630,300,330
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15019,4.4.4.3,1,  65 years and over,40,5,30
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15020,4.4.5,0,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",9.9,10,9.8
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15021,4.4.5.1,1,  0 to 17 years (%),12.1,12.3,12.5
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15022,4.4.5.1.1,2,    0 to 5 years (%),12.5,13.2,14
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15023,4.4.5.2,1,  18 to 64 years (%),12,12.2,11.9
2016A00051212014,12,Nova Scotia,New Glasgow,Town,Income,15024,4.4.5.3,1,  65 years and over (%),2.1,0.6,2.7
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12000,4.1.1,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,2060,1010,1055
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12001,4.1.1.1,1,  Number of total income recipients aged 15 years and over in private households - 100% data,1955,960,995
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12002,4.1.1.1.1,2,    Median total income in 2015 among recipients ($),28011,33344,23723
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12003,4.1.1.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 100% data,1955,965,990
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12004,4.1.1.2.1,2,    Median after-tax income in 2015 among recipients ($),25869,29815,22560
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12005,4.1.1.3,1,  Number of market income recipients aged 15 years and over in private households - 100% data,1630,830,805
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12006,4.1.1.3.1,2,    Median market income in 2015 among recipients ($),25280,29760,21035
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12007,4.1.1.4,1,  Number of government transfers recipients aged 15 years and over in private households - 100% data,1560,725,835
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12008,4.1.1.4.1,2,    Median government transfers in 2015 among recipients ($),8434,8720,8269
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12009,4.1.1.5,1,  Number of employment income recipients aged 15 years and over in private households - 100% data,1340,690,650
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12010,4.1.1.5.1,2,    Median employment income in 2015 among recipients ($),28467,33216,24256
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12011,4.1.2,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data,2045,980,1060
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12012,4.1.2.1,1,  Number of total income recipients aged 15 years and over in private households - 25% sample data,1910,910,995
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12013,4.1.2.1.1,2,    Average total income in 2015 among recipients ($),34018,40723,27875
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12014,4.1.2.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data,1910,915,995
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12015,4.1.2.2.1,2,    Average after-tax income in 2015 among recipients ($),29288,34115,24866
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12016,4.1.2.3,1,  Number of market income recipients aged 15 years and over in private households - 25% sample data,1540,755,785
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12017,4.1.2.3.1,2,    Average market income in 2015 among recipients ($),32447,39917,25230
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12018,4.1.2.4,1,  Number of government transfers recipients aged 15 years and over in private households - 25% sample data,1540,670,865
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12019,4.1.2.4.1,2,    Average government transfers in 2015 among recipients ($),9805,10444,9309
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12020,4.1.2.5,1,  Number of employment income recipients aged 15 years and over in private households - 25% sample data,1260,605,650
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12021,4.1.2.5.1,2,    Average employment income in 2015 among recipients ($),34636,43498,26406
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12022,4.1.3,0,Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,2040,980,1060
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12023,4.1.3.1,1,  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,550,295,260
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12024,4.1.3.1.1,2,    Median employment income in 2015 for full-year full-time workers ($),46979,57137,37512
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12025,4.1.3.1.2,2,    Average employment income in 2015 for full-year full-time workers ($),52526,60474,43443
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12026,4.1.4,0,Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data,100,100,100
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12027,4.1.4.1,1,  Market income (%),78.2,81.6,73.1
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12028,4.1.4.1.1,2,    Employment income (%),67.8,70.7,63.3
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12029,4.1.4.2,1,  Government transfers (%),21.8,18.4,26.6
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12030,4.1.5,0,Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,2060,1005,1050
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12031,4.1.5.1,1,  Without total income,100,45,60
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12032,4.1.5.2,1,  With total income,1955,965,990
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12033,4.1.5.3,1,  Percentage with total income,94.9,96,94.3
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12034,4.1.5.3.1,2,"    Under $10,000 (including loss)",295,125,175
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12035,4.1.5.3.2,2,"    $10,000 to $19,999",360,125,230
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12036,4.1.5.3.3,2,"    $20,000 to $29,999",385,175,210
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12037,4.1.5.3.4,2,"    $30,000 to $39,999",310,150,160
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12038,4.1.5.3.5,2,"    $40,000 to $49,999",200,115,90
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12039,4.1.5.3.6,2,"    $50,000 to $59,999",120,70,50
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12040,4.1.5.3.7,2,"    $60,000 to $69,999",90,60,25
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12041,4.1.5.3.8,2,"    $70,000 to $79,999",60,40,20
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12042,4.1.5.3.9,2,"    $80,000 to $89,999",45,25,20
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12043,4.1.5.3.10,2,"    $90,000 to $99,999",30,25,10
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12044,4.1.5.3.11,2,"    $100,000 and over",60,55,10
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12045,4.1.5.3.11.1,3,"      $100,000 to $149,999",45,40,5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12046,4.1.5.3.11.2,3,"      $150,000 and over",15,15,0
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12047,4.1.6,0,Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,2060,1010,1050
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12048,4.1.6.1,1,  Without after-tax income,100,45,60
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12049,4.1.6.2,1,  With after-tax income,1955,965,995
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12050,4.1.6.3,1,  Percentage with after-tax income,94.9,95.5,94.8
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12051,4.1.6.3.1,2,"    Under $10,000 (including loss)",300,125,180
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12052,4.1.6.3.2,2,"    $10,000 to $19,999",375,140,240
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12053,4.1.6.3.3,2,"    $20,000 to $29,999",470,215,250
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12054,4.1.6.3.4,2,"    $30,000 to $39,999",350,180,170
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12055,4.1.6.3.5,2,"    $40,000 to $49,999",195,120,75
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12056,4.1.6.3.6,2,"    $50,000 to $59,999",100,65,35
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12057,4.1.6.3.7,2,"    $60,000 to $69,999",70,45,25
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12058,4.1.6.3.8,2,"    $70,000 to $79,999",45,30,15
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12059,4.1.6.3.9,2,"    $80,000 and over",50,45,5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12060,4.1.6.3.9.1,3,"      $80,000 to $89,999",15,10,5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12061,4.1.6.3.9.2,3,"      $90,000 to $99,999",5,5,0
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12062,4.1.6.3.9.3,3,"      $100,000 and over",25,25,0
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12063,4.1.7,0,Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data,2060,1010,1055
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12064,4.1.7.1,1,  Without employment income,720,320,405
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12065,4.1.7.2,1,  With employment income,1335,690,645
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12066,4.1.7.3,1,  Percentage with employment income,64.8,68.3,61.1
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12067,4.1.7.3.1,2,"    Under $5,000 (including loss)",210,95,115
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12068,4.1.7.3.2,2,"    $5,000 to $9,999",120,40,80
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12069,4.1.7.3.3,2,"    $10,000 to $19,999",190,95,95
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12070,4.1.7.3.4,2,"    $20,000 to $29,999",190,80,105
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12071,4.1.7.3.5,2,"    $30,000 to $39,999",190,85,110
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12072,4.1.7.3.6,2,"    $40,000 to $49,999",125,75,55
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12073,4.1.7.3.7,2,"    $50,000 to $59,999",95,65,30
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12074,4.1.7.3.8,2,"    $60,000 to $69,999",60,45,15
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12075,4.1.7.3.9,2,"    $70,000 to $79,999",50,30,15
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12076,4.1.7.3.10,2,"    $80,000 and over",115,80,30
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12077,4.1.7.3.10.1,3,"      $80,000 to $89,999",40,20,20
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12078,4.1.7.3.10.2,3,"      $90,000 to $99,999",20,15,5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,12079,4.1.7.3.10.3,3,"      $100,000 and over",50,40,5
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13000,4.2.1,0,Total - Income statistics in 2015 for private households by household size - 100% data,1070,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13001,4.2.1.1,1,  Median total income of households in 2015 ($),50592,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13002,4.2.1.2,1,  Median after-tax income of households in 2015 ($),45806,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13003,4.2.1.2.1,2,    Total - Income statistics in 2015 for one-person private households - 100% data,320,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13004,4.2.1.2.1.1,3,      Median total income of one-person households in 2015 ($),24992,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13005,4.2.1.2.1.2,3,      Median after-tax income of one-person households in 2015 ($),24000,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13006,4.2.1.2.2,2,    Total - Income statistics in 2015 for two-or-more-person private households - 100% data,750,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13007,4.2.1.2.2.1,3,      Median total income of two-or-more-person households in 2015 ($),66389,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13008,4.2.1.2.2.2,3,      Median after-tax income of two-or-more-person households in 2015 ($),59051,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13009,4.2.2,0,Total - Income statistics in 2015 for private households by household size - 25% sample data,1070,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13010,4.2.2.1,1,  Average total income of households in 2015 ($),60663,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13011,4.2.2.2,1,  Average after-tax income of households in 2015 ($),52228,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13012,4.2.2.2.1,2,    Total - Income statistics in 2015 for one-person private households - 25% sample data,340,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13013,4.2.2.2.1.1,3,      Average total income of one-person households in 2015 ($),32714,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13014,4.2.2.2.1.2,3,      Average after-tax income of one-person households in 2015 ($),28387,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13015,4.2.2.2.2,2,    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data,730,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13016,4.2.2.2.2.1,3,      Average total income of two-or-more-person households in 2015 ($),73569,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13017,4.2.2.2.2.2,3,      Average after-tax income of two-or-more-person households in 2015 ($),63238,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13018,4.2.3,0,Total - Household total income groups in 2015 for private households - 100% data,1070,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13019,4.2.3.1,1,"  Under $5,000",10,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13020,4.2.3.2,1,"  $5,000 to $9,999",30,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13021,4.2.3.3,1,"  $10,000 to $14,999",35,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13022,4.2.3.4,1,"  $15,000 to $19,999",55,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13023,4.2.3.5,1,"  $20,000 to $24,999",75,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13024,4.2.3.6,1,"  $25,000 to $29,999",60,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13025,4.2.3.7,1,"  $30,000 to $34,999",70,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13026,4.2.3.8,1,"  $35,000 to $39,999",60,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13027,4.2.3.9,1,"  $40,000 to $44,999",60,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13028,4.2.3.10,1,"  $45,000 to $49,999",65,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13029,4.2.3.11,1,"  $50,000 to $59,999",90,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13030,4.2.3.12,1,"  $60,000 to $69,999",80,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13031,4.2.3.13,1,"  $70,000 to $79,999",75,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13032,4.2.3.14,1,"  $80,000 to $89,999",65,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13033,4.2.3.15,1,"  $90,000 to $99,999",50,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13034,4.2.3.16,1,"  $100,000 and over",185,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13035,4.2.3.16.1,2,"    $100,000 to $124,999",70,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13036,4.2.3.16.2,2,"    $125,000 to $149,999",50,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13037,4.2.3.16.3,2,"    $150,000 to $199,999",50,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13038,4.2.3.16.4,2,"    $200,000 and over",15,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13039,4.2.4,0,Total - Household after-tax income groups in 2015 for private households - 100% data,1070,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13040,4.2.4.1,1,"  Under $5,000",10,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13041,4.2.4.2,1,"  $5,000 to $9,999",30,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13042,4.2.4.3,1,"  $10,000 to $14,999",40,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13043,4.2.4.4,1,"  $15,000 to $19,999",60,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13044,4.2.4.5,1,"  $20,000 to $24,999",85,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13045,4.2.4.6,1,"  $25,000 to $29,999",65,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13046,4.2.4.7,1,"  $30,000 to $34,999",85,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13047,4.2.4.8,1,"  $35,000 to $39,999",80,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13048,4.2.4.9,1,"  $40,000 to $44,999",70,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13049,4.2.4.10,1,"  $45,000 to $49,999",60,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13050,4.2.4.11,1,"  $50,000 to $59,999",105,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13051,4.2.4.12,1,"  $60,000 to $69,999",100,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13052,4.2.4.13,1,"  $70,000 to $79,999",80,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13053,4.2.4.14,1,"  $80,000 to $89,999",55,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13054,4.2.4.15,1,"  $90,000 to $99,999",35,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13055,4.2.4.16,1,"  $100,000 and over",115,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13056,4.2.4.16.1,2,"    $100,000 to $124,999",70,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13057,4.2.4.16.2,2,"    $125,000 to $149,999",30,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,13058,4.2.4.16.3,2,"    $150,000 and over",15,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14000,4.3.1,0,Total - Income statistics in 2015 for economic families in private households - 100% data,720,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14001,4.3.1.1,1,  Median total income of economic families in 2015 ($),66368,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14002,4.3.1.2,1,  Median after-tax income of economic families in 2015 ($),59008,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14003,4.3.1.3,1,  Average family size of economic families,2.8,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14004,4.3.2,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data,290,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14005,4.3.2.1,1,  Median total income of couple economic families without children or other relatives in 2015 ($),59520,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14006,4.3.2.2,1,  Median after-tax income of couple economic families without children or other relatives in 2015 ($),54656,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14007,4.3.2.3,1,  Average family size of couple economic families without children or other relatives,2,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14008,4.3.3,0,Total - Income statistics in 2015 for couple economic families with children in private households - 100% data,280,,
2016A00051212016,12,Nova Scotia,Trenton,Town,Income,14009,4.3.3.1,1,  Median total income of couple economic families with children in 2015 ($),93952,,
