GUID,PN,SDN,GT,GSF,GLF,DQF
2016A00052439170,Quebec,Saint-Louis-de-Blandford,Municipalité,6.2,6.1,0
2016A00052440010,Quebec,Saint-Adrien,Municipalité,3.8,2.7,0
2016A00052440017,Quebec,Wotton,Municipalité,2.9,7.4,0
2016A00052440025,Quebec,Saint-Camille,Canton (municipalité de),1.8,6.2,0
2016A00052440032,Quebec,Saint-Georges-de-Windsor,Municipalité,1.7,5.9,0
2016A00052440043,Quebec,Asbestos,Ville,6.2,6.3,0
2016A00052440047,Quebec,Danville,Ville,3.2,5.5,0
2016A00052441012,Quebec,Saint-Isidore-de-Clifton,Municipalité,5.2,12.7,10
2016A00052441020,Quebec,Chartierville,Municipalité,5.3,11.9,11
2016A00052441027,Quebec,La Patrie,Municipalité,3.5,5.2,0
2016A00052441037,Quebec,Newport,Municipalité,5.5,8.6,0
2016A00052441038,Quebec,Cookshire-Eaton,Ville,2.7,4.6,0
2016A00052441055,Quebec,Ascot Corner,Municipalité,2.4,1.2,0
2016A00052441060,Quebec,East Angus,Ville,4.6,5.4,0
2016A00052441065,Quebec,Westbury,Canton (municipalité de),2.4,4.6,0
2016A00052441070,Quebec,Bury,Municipalité,4.4,4.6,0
2016A00052441080,Quebec,Scotstown,Ville,3.3,6.4,0
2016A00052441085,Quebec,Lingwick,Canton (municipalité de),6.1,9.1,0
2016A00052441098,Quebec,Weedon,Municipalité,4.8,8.1,0
2016A00052441117,Quebec,Dudswell,Municipalité,4.1,6.3,0
2016A00052442005,Quebec,Stoke,Municipalité,3.3,3.5,0
2016A00052442020,Quebec,Saint-François-Xavier-de-Brompton,Municipalité,3.2,9.4,0
2016A00052442025,Quebec,Saint-Denis-de-Brompton,Municipalité,2.3,3.6,0
2016A00052442032,Quebec,Racine,Municipalité,3.0,5.6,0
2016A00052442040,Quebec,Bonsecours,Municipalité,1.8,2.9,0
2016A00052442045,Quebec,Lawrenceville,Village,1.8,6.9,0
2016A00052442050,Quebec,Sainte-Anne-de-la-Rochelle,Municipalité,2.8,4.7,0
2016A00052442055,Quebec,Valcourt,Ville,4.4,5.1,0
2016A00052442060,Quebec,Valcourt,Canton (municipalité de),1.1,4.1,0
2016A00052442065,Quebec,Maricourt,Municipalité,1.7,14.2,10
2016A00052442075,Quebec,Melbourne,Canton (municipalité de),3.3,7.7,0
2016A00052442078,Quebec,Ulverton,Municipalité,2.5,3.0,0
2016A00052442088,Quebec,Windsor,Ville,5.3,3.2,0
2016A00052442095,Quebec,Val-Joli,Municipalité,2.4,1.0,0
2016A00052442098,Quebec,Richmond,Ville,5.1,7.2,0
2016A00052442100,Quebec,Saint-Claude,Municipalité,2.2,7.1,0
2016A00052442110,Quebec,Cleveland,Canton (municipalité de),5.8,9.4,0
2016A00052443027,Quebec,Sherbrooke,Ville,4.2,4.0,0
2016A00052444003,Quebec,Saint-Malo,Municipalité,3.1,0.0,0
2016A00052444010,Quebec,East Hereford,Municipalité,2.6,1.5,0
2016A00052444015,Quebec,Saint-Herménégilde,Municipalité,5.3,8.5,0
2016A00052444023,Quebec,Dixville,Municipalité,3.0,3.6,0
2016A00052444037,Quebec,Coaticook,Ville,3.9,3.1,0
2016A00052444045,Quebec,Barnston-Ouest,Municipalité,2.9,2.9,0
2016A00052444050,Quebec,Stanstead-Est,Municipalité,2.3,3.3,0
2016A00052444055,Quebec,Sainte-Edwidge-de-Clifton,Canton (municipalité de),2.1,5.0,0
2016A00052444060,Quebec,Martinville,Municipalité,2.8,4.1,0
2016A00052444071,Quebec,Compton,Municipalité,4.6,6.6,0
2016A00052444080,Quebec,Waterville,Ville,2.9,4.3,0
2016A00052445008,Quebec,Stanstead,Ville,3.6,9.3,0
2016A00052445020,Quebec,Ogden,Municipalité,2.3,5.6,0
2016A00052445025,Quebec,Stanstead,Canton (municipalité de),3.9,7.5,0
2016A00052445030,Quebec,Potton,Canton (municipalité de),3.4,8.2,0
2016A00052445035,Quebec,Ayer's Cliff,Village,5.8,9.0,0
2016A00052445043,Quebec,Hatley,Municipalité,3.3,9.8,0
2016A00052445050,Quebec,North Hatley,Village,6.5,9.2,1
2016A00052445055,Quebec,Hatley,Canton (municipalité de),2.6,4.2,0
2016A00052445060,Quebec,Sainte-Catherine-de-Hatley,Municipalité,2.5,8.7,0
2016A00052445072,Quebec,Magog,Ville,5.6,5.6,0
2016A00052445085,Quebec,Austin,Municipalité,3.9,2.6,0
2016A00052445093,Quebec,Eastman,Municipalité,2.7,0.2,0
2016A00052445095,Quebec,Bolton-Est,Municipalité,2.1,4.2,0
2016A00052445100,Quebec,Saint-Étienne-de-Bolton,Municipalité,8.4,8.9,0
2016A00052445105,Quebec,Stukely-Sud,Village,2.3,0.0,0
2016A00052445115,Quebec,Orford,Canton (municipalité de),3.8,3.7,0
2016A00052446005,Quebec,Abercorn,Village,3.9,9.0,1
2016A00052446010,Quebec,Frelighsburg,Municipalité,6.2,5.4,0
2016A00052446017,Quebec,Saint-Armand,Municipalité,3.6,4.1,0
2016A00052446025,Quebec,Pike River,Municipalité,2.0,2.9,0
2016A00052446030,Quebec,Stanbridge Station,Municipalité,1.1,0.8,0
2016A00052446035,Quebec,Bedford,Ville,6.1,4.4,0
2016A00052446040,Quebec,Bedford,Canton (municipalité de),1.9,0.3,0
2016A00052446045,Quebec,Stanbridge East,Municipalité,2.8,2.7,0
2016A00052446050,Quebec,Dunham,Ville,3.6,7.0,0
2016A00052446058,Quebec,Sutton,Ville,3.6,4.3,0
2016A00052446065,Quebec,Bolton-Ouest,Municipalité,2.8,3.6,0
2016A00052446070,Quebec,Brome,Village,3.0,4.8,0
2016A00052446075,Quebec,Lac-Brome,Ville,4.3,6.8,0
2016A00052446078,Quebec,Bromont,Ville,2.5,4.8,0
2016A00052446080,Quebec,Cowansville,Ville,6.2,4.5,0
2016A00052446085,Quebec,East Farnham,Municipalité,1.8,3.3,0
2016A00052446090,Quebec,Brigham,Municipalité,1.7,3.9,0
2016A00052446095,Quebec,Saint-Ignace-de-Stanbridge,Municipalité,3.3,8.4,0
2016A00052446100,Quebec,Notre-Dame-de-Stanbridge,Municipalité,3.8,4.9,0
2016A00052446105,Quebec,Sainte-Sabine,Municipalité,1.6,0.8,0
2016A00052446112,Quebec,Farnham,Ville,3.2,4.5,0
2016A00052447010,Quebec,Saint-Alphonse-de-Granby,Municipalité,1.7,0.0,0
2016A00052447017,Quebec,Granby,Ville,4.5,5.9,0
2016A00052447025,Quebec,Waterloo,Ville,5.0,4.4,0
2016A00052447030,Quebec,Warden,Village,2.5,3.8,0
2016A00052447035,Quebec,Shefford,Canton (municipalité de),2.4,3.5,0
2016A00052447040,Quebec,Saint-Joachim-de-Shefford,Municipalité,2.2,3.9,0
2016A00052447047,Quebec,Roxton Pond,Municipalité,2.0,1.0,0
2016A00052447055,Quebec,Sainte-Cécile-de-Milton,Municipalité,2.8,4.2,0
2016A00052448005,Quebec,Béthanie,Municipalité,1.1,0.0,0
2016A00052448010,Quebec,Roxton Falls,Village,3.5,10.2,10
2016A00052448015,Quebec,Roxton,Canton (municipalité de),3.9,7.1,0
2016A00052448020,Quebec,Sainte-Christine,Paroisse (municipalité de),3.4,4.8,0
2016A00052448028,Quebec,Acton Vale,Ville,4.3,5.5,0
2016A00052448038,Quebec,Upton,Municipalité,2.3,6.3,0
2016A00052448045,Quebec,Saint-Théodore-d'Acton,Municipalité,2.2,4.6,0
2016A00052448050,Quebec,Saint-Nazaire-d'Acton,Paroisse (municipalité de),2.0,6.9,0
2016A00052449005,Quebec,Saint-Félix-de-Kingsey,Municipalité,2.3,4.2,0
2016A00052449015,Quebec,Durham-Sud,Municipalité,2.3,7.3,0
2016A00052449020,Quebec,Lefebvre,Municipalité,3.3,6.0,0
2016A00052449025,Quebec,L'Avenir,Municipalité,2.8,9.1,0
2016A00052449030,Quebec,Saint-Lucien,Municipalité,5.0,7.0,0
2016A00052449040,Quebec,Wickham,Municipalité,2.2,4.5,0
2016A00052449048,Quebec,Saint-Germain-de-Grantham,Municipalité,2.6,3.8,0
2016A00052449058,Quebec,Drummondville,Ville,4.8,4.3,0
2016A00052449070,Quebec,Saint-Cyrille-de-Wendover,Municipalité,3.0,6.4,0
2016A00052449075,Quebec,Notre-Dame-du-Bon-Conseil,Village,7.3,0.5,0
2016A00052449080,Quebec,Notre-Dame-du-Bon-Conseil,Paroisse (municipalité de),4.6,8.2,0
2016A00052449085,Quebec,Sainte-Brigitte-des-Saults,Paroisse (municipalité de),4.7,10.4,10
2016A00052449095,Quebec,Saint-Majorique-de-Grantham,Paroisse (municipalité de),1.9,2.7,0
2016A00052449100,Quebec,Saint-Edmond-de-Grantham,Paroisse (municipalité de),1.9,5.4,0
2016A00052449105,Quebec,Saint-Eugène,Municipalité,3.2,4.9,0
2016A00052449113,Quebec,Saint-Guillaume,Municipalité,3.2,5.5,0
2016A00052449125,Quebec,Saint-Bonaventure,Municipalité,3.2,4.0,0
2016A00052449130,Quebec,Saint-Pie-de-Guire,Paroisse (municipalité de),2.9,3.3,0
2016A00052450005,Quebec,Sainte-Eulalie,Municipalité,2.8,8.6,0
2016A00052450013,Quebec,Aston-Jonction,Municipalité,1.8,8.2,0
2016A00052450023,Quebec,Saint-Wenceslas,Municipalité,1.4,3.7,0
2016A00052450030,Quebec,Saint-Célestin,Village,5.7,3.0,0
2016A00052450035,Quebec,Saint-Célestin,Municipalité,2.1,5.8,0
2016A00052450042,Quebec,Saint-Léonard-d'Aston,Municipalité,3.2,8.6,0
2016A00052450050,Quebec,Sainte-Perpétue,Paroisse (municipalité de),3.4,5.2,0
2016A00052450057,Quebec,Sainte-Monique,Municipalité,2.6,6.8,0
2016A00052450065,Quebec,Grand-Saint-Esprit,Municipalité,2.3,3.8,0
2016A00052450072,Quebec,Nicolet,Ville,4.5,3.1,0
2016A00052450085,Quebec,La Visitation-de-Yamaska,Municipalité,0.5,3.9,0
2016A00052450090,Quebec,Saint-Zéphirin-de-Courval,Paroisse (municipalité de),1.8,4.0,0
2016A00052450100,Quebec,Baie-du-Febvre,Municipalité,3.0,4.6,0
2016A00052450113,Quebec,Pierreville,Municipalité,4.1,7.7,0
2016A00052450128,Quebec,Saint-François-du-Lac,Municipalité,3.8,8.5,0
2016A00052450802,Quebec,Odanak,Indian reserve,1.7,1.8,0
2016A00052451008,Quebec,Maskinongé,Municipalité,2.9,4.9,0
2016A00052451015,Quebec,Louiseville,Ville,5.3,5.3,0
2016A00052451020,Quebec,Yamachiche,Municipalité,2.6,1.4,0
2016A00052451025,Quebec,Saint-Barnabé,Paroisse (municipalité de),1.9,4.4,0
2016A00052451030,Quebec,Saint-Sévère,Paroisse (municipalité de),4.5,1.8,0
2016A00052451035,Quebec,Saint-Léon-le-Grand,Paroisse (municipalité de),5.3,7.5,0
2016A00052451040,Quebec,Sainte-Ursule,Paroisse (municipalité de),3.1,6.0,0
2016A00052451045,Quebec,Saint-Justin,Municipalité,4.2,6.8,0
2016A00052451050,Quebec,Saint-Édouard-de-Maskinongé,Municipalité,3.4,7.4,0
2016A00052451055,Quebec,Sainte-Angèle-de-Prémont,Municipalité,7.0,7.4,0
2016A00052451060,Quebec,Saint-Paulin,Municipalité,2.5,0.2,0
2016A00052451065,Quebec,Saint-Alexis-des-Monts,Paroisse (municipalité de),5.3,9.3,0
2016A00052451070,Quebec,Saint-Mathieu-du-Parc,Municipalité,3.1,3.7,0
2016A00052451075,Quebec,Saint-Élie-de-Caxton,Municipalité,3.5,3.3,0
2016A00052451080,Quebec,Charette,Municipalité,2.9,4.6,0
2016A00052451085,Quebec,Saint-Boniface,Municipalité,2.6,2.2,0
2016A00052451090,Quebec,Saint-Étienne-des-Grès,Paroisse (municipalité de),2.0,3.1,0
2016A00052452007,Quebec,Lavaltrie,Ville,2.4,4.1,0
2016A00052452017,Quebec,Lanoraie,Municipalité,3.9,7.4,0
2016A00052452030,Quebec,Sainte-Élisabeth,Municipalité,3.0,5.2,0
2016A00052452035,Quebec,Berthierville,Ville,6.5,8.1,0
2016A00052452040,Quebec,Sainte-Geneviève-de-Berthier,Municipalité,2.2,4.9,0
2016A00052452045,Quebec,Saint-Ignace-de-Loyola,Municipalité,3.5,7.2,0
2016A00052452050,Quebec,La Visitation-de-l'Île-Dupas,Municipalité,1.5,6.9,0
2016A00052452055,Quebec,Saint-Barthélemy,Paroisse (municipalité de),3.3,6.9,0
2016A00052452062,Quebec,Saint-Cuthbert,Municipalité,3.6,5.1,0
2016A00052452070,Quebec,Saint-Norbert,Paroisse (municipalité de),3.0,8.9,1
2016A00052452080,Quebec,Saint-Gabriel,Ville,6.3,5.8,0
2016A00052452085,Quebec,Saint-Gabriel-de-Brandon,Municipalité,3.8,7.0,0
2016A00052452090,Quebec,Saint-Didace,Paroisse (municipalité de),4.2,5.5,0
2016A00052452095,Quebec,Mandeville,Municipalité,4.3,9.3,0
2016A00052453005,Quebec,Saint-David,Municipalité,2.9,3.9,0
2016A00052453010,Quebec,Massueville,Village,3.9,3.5,0
2016A00052453015,Quebec,Saint-Aimé,Municipalité,2.9,0.0,0
2016A00052453020,Quebec,Saint-Robert,Municipalité,1.9,4.5,0
2016A00052453025,Quebec,Sainte-Victoire-de-Sorel,Municipalité,1.6,6.1,0
2016A00052453032,Quebec,Saint-Ours,Ville,3.6,5.4,0
2016A00052453040,Quebec,Saint-Roch-de-Richelieu,Municipalité,2.9,2.0,0
2016A00052453050,Quebec,Saint-Joseph-de-Sorel,Ville,3.1,7.5,0
2016A00052453052,Quebec,Sorel-Tracy,Ville,4.4,4.0,0
2016A00052453065,Quebec,Sainte-Anne-de-Sorel,Municipalité,3.3,4.6,0
2016A00052453072,Quebec,Yamaska,Municipalité,2.5,4.5,0
2016A00052454008,Quebec,Saint-Pie,Ville,2.4,2.1,0
2016A00052454017,Quebec,Saint-Damase,Municipalité,2.8,2.9,0
2016A00052454025,Quebec,Sainte-Madeleine,Village,2.0,2.1,0
2016A00052454030,Quebec,Sainte-Marie-Madeleine,Paroisse (municipalité de),2.0,0.3,0
2016A00052454035,Quebec,La Présentation,Municipalité,1.6,1.8,0
2016A00052454048,Quebec,Saint-Hyacinthe,Ville,5.3,4.4,0
2016A00052454060,Quebec,Saint-Dominique,Municipalité,3.3,5.8,0
2016A00052454065,Quebec,Saint-Valérien-de-Milton,Municipalité,2.0,0.9,0
2016A00052454072,Quebec,Saint-Liboire,Municipalité,2.4,4.5,0
2016A00052454090,Quebec,Saint-Simon,Municipalité,2.6,0.0,0
2016A00052454095,Quebec,Sainte-Hélène-de-Bagot,Municipalité,1.7,3.4,0
2016A00052454100,Quebec,Saint-Hugues,Municipalité,1.8,3.5,0
2016A00052454105,Quebec,Saint-Barnabé-Sud,Municipalité,2.1,1.1,0
2016A00052454110,Quebec,Saint-Jude,Municipalité,1.7,5.0,0
2016A00052454115,Quebec,Saint-Bernard-de-Michaudville,Municipalité,2.6,4.0,0
2016A00052454120,Quebec,Saint-Louis,Municipalité,1.6,3.5,0
2016A00052454125,Quebec,Saint-Marcel-de-Richelieu,Municipalité,2.7,4.9,0
2016A00052455008,Quebec,Ange-Gardien,Municipalité,5.0,5.4,0
2016A00052455015,Quebec,Saint-Paul-d'Abbotsford,Municipalité,2.6,4.5,0
2016A00052455023,Quebec,Saint-Césaire,Ville,3.1,5.0,0
2016A00052455030,Quebec,Sainte-Angèle-de-Monnoir,Municipalité,2.7,5.0,0
2016A00052455037,Quebec,Rougemont,Municipalité,6.4,6.8,0
2016A00052455048,Quebec,Marieville,Ville,3.9,4.9,0
2016A00052455057,Quebec,Richelieu,Ville,5.3,5.1,0
2016A00052455065,Quebec,Saint-Mathias-sur-Richelieu,Municipalité,2.4,7.1,0
2016A00052456005,Quebec,Venise-en-Québec,Municipalité,3.1,7.6,0
2016A00052456010,Quebec,Saint-Georges-de-Clarenceville,Municipalité,4.9,9.1,0
2016A00052456015,Quebec,Noyan,Municipalité,11.2,11.5,1111
2016A00052456023,Quebec,Lacolle,Municipalité,2.6,7.4,0
2016A00052456030,Quebec,Saint-Valentin,Municipalité,2.2,5.2,0
2016A00052456035,Quebec,Saint-Paul-de-l'Île-aux-Noix,Municipalité,2.7,6.4,0
2016A00052456042,Quebec,Henryville,Municipalité,3.5,3.6,0
2016A00052456050,Quebec,Saint-Sébastien,Municipalité,2.4,5.7,0
2016A00052456055,Quebec,Saint-Alexandre,Municipalité,2.7,1.7,0
2016A00052456060,Quebec,Sainte-Anne-de-Sabrevois,Paroisse (municipalité de),2.2,3.1,0
2016A00052456065,Quebec,Saint-Blaise-sur-Richelieu,Municipalité,1.7,5.2,0
2016A00052456083,Quebec,Saint-Jean-sur-Richelieu,Ville,3.7,4.3,0
2016A00052456097,Quebec,Mont-Saint-Grégoire,Municipalité,2.3,1.2,0
2016A00052456105,Quebec,Sainte-Brigide-d'Iberville,Municipalité,2.7,2.9,0
2016A00052457005,Quebec,Chambly,Ville,2.6,2.0,0
2016A00052457010,Quebec,Carignan,Ville,1.7,4.8,0
2016A00052457020,Quebec,Saint-Basile-le-Grand,Ville,2.4,2.8,0
2016A00052457025,Quebec,McMasterville,Municipalité,3.9,4.2,0
2016A00052457030,Quebec,Otterburn Park,Ville,1.3,2.3,0
2016A00052457033,Quebec,Saint-Jean-Baptiste,Municipalité,3.5,5.3,0
2016A00052457035,Quebec,Mont-Saint-Hilaire,Ville,3.1,2.9,0
2016A00052457040,Quebec,Beloeil,Ville,2.8,3.2,0
2016A00052457045,Quebec,Saint-Mathieu-de-Beloeil,Municipalité,2.3,0.9,0
2016A00052457050,Quebec,Saint-Marc-sur-Richelieu,Municipalité,2.4,2.0,0
2016A00052457057,Quebec,Saint-Charles-sur-Richelieu,Municipalité,2.2,7.2,0
2016A00052457068,Quebec,Saint-Denis-sur-Richelieu,Municipalité,2.5,2.2,0
2016A00052457075,Quebec,Saint-Antoine-sur-Richelieu,Municipalité,2.8,3.3,0
2016A00052458007,Quebec,Brossard,Ville,2.8,3.1,0
2016A00052458012,Quebec,Saint-Lambert,Ville,5.1,2.7,0
2016A00052458033,Quebec,Boucherville,Ville,2.8,3.0,0
2016A00052458037,Quebec,Saint-Bruno-de-Montarville,Ville,2.3,2.2,0
2016A00052458227,Quebec,Longueuil,Ville,3.3,3.8,0
2016A00052459010,Quebec,Sainte-Julie,Ville,2.0,1.4,0
2016A00052459015,Quebec,Saint-Amable,Municipalité,1.8,3.2,0
2016A00052459020,Quebec,Varennes,Ville,2.9,3.5,0
2016A00052459025,Quebec,Verchères,Municipalité,2.9,4.7,0
2016A00052459030,Quebec,Calixa-Lavallée,Municipalité,2.0,5.0,0
2016A00052459035,Quebec,Contrecoeur,Ville,3.5,4.9,0
2016A00052460005,Quebec,Charlemagne,Ville,2.2,4.3,0
2016A00052460013,Quebec,Repentigny,Ville,2.0,2.4,0
2016A00052460020,Quebec,Saint-Sulpice,Paroisse (municipalité de),2.9,0.0,0
2016A00052460028,Quebec,L'Assomption,Ville,2.8,2.3,0
2016A00052460035,Quebec,L'Épiphanie,Ville,3.9,3.3,0
2016A00052460040,Quebec,L'Épiphanie,Paroisse (municipalité de),1.7,1.8,0
2016A00052461005,Quebec,Saint-Paul,Municipalité,1.9,0.7,0
2016A00052461013,Quebec,Crabtree,Municipalité,2.5,3.5,0
2016A00052461020,Quebec,Saint-Pierre,Village,1.6,6.0,0
2016A00052461025,Quebec,Joliette,Ville,5.7,5.8,0
2016A00052461027,Quebec,Saint-Thomas,Municipalité,1.9,5.2,0
2016A00052461030,Quebec,Notre-Dame-des-Prairies,Ville,3.5,5.7,0
2016A00052461035,Quebec,Saint-Charles-Borromée,Municipalité,7.5,6.1,0
2016A00052461040,Quebec,Saint-Ambroise-de-Kildare,Municipalité,2.1,5.7,0
2016A00052461045,Quebec,Notre-Dame-de-Lourdes,Municipalité,1.9,5.7,0
2016A00052461050,Quebec,Sainte-Mélanie,Municipalité,3.2,8.3,0
2016A00052462007,Quebec,Saint-Félix-de-Valois,Municipalité,3.7,0.7,0
2016A00052462015,Quebec,Saint-Jean-de-Matha,Municipalité,6.3,7.5,0
2016A00052462020,Quebec,Sainte-Béatrix,Municipalité,4.8,8.2,0
2016A00052462025,Quebec,Saint-Alphonse-Rodriguez,Municipalité,4.3,8.5,0
2016A00052462030,Quebec,Sainte-Marcelline-de-Kildare,Municipalité,4.3,9.7,0
2016A00052462037,Quebec,Rawdon,Municipalité,5.1,3.0,0
2016A00052462047,Quebec,Chertsey,Municipalité,3.6,10.8,10
2016A00052462053,Quebec,Entrelacs,Municipalité,4.8,8.6,0
2016A00052462055,Quebec,Notre-Dame-de-la-Merci,Municipalité,4.6,15.4,11
2016A00052462060,Quebec,Saint-Donat,Municipalité,4.8,8.5,1
2016A00052462065,Quebec,Saint-Côme,Paroisse (municipalité de),3.8,9.7,0
2016A00052462070,Quebec,Sainte-Émélie-de-l'Énergie,Municipalité,5.0,10.5,10
2016A00052462075,Quebec,Saint-Damien,Paroisse (municipalité de),4.9,11.4,11
2016A00052462080,Quebec,Saint-Zénon,Municipalité,5.9,10.3,10
2016A00052462085,Quebec,Saint-Michel-des-Saints,Municipalité,6.1,10.6,10
2016A00052462802,Quebec,Manawan,Indian reserve,15.9,17.5,1212
2016A00052463005,Quebec,Sainte-Marie-Salomé,Paroisse (municipalité de),1.7,3.7,0
2016A00052463013,Quebec,Saint-Jacques,Municipalité,4.0,5.3,0
2016A00052463023,Quebec,Saint-Alexis,Municipalité,1.8,5.0,0
2016A00052463030,Quebec,Saint-Esprit,Municipalité,2.1,5.3,0
2016A00052463035,Quebec,Saint-Roch-de-l'Achigan,Municipalité,2.3,5.3,0
2016A00052463040,Quebec,Saint-Roch-Ouest,Municipalité,3.4,12.2,11
2016A00052463048,Quebec,Saint-Lin--Laurentides,Ville,2.8,3.0,0
2016A00052463055,Quebec,Saint-Calixte,Municipalité,3.7,4.7,0
2016A00052463060,Quebec,Sainte-Julienne,Municipalité,4.0,6.4,0
2016A00052463065,Quebec,Saint-Liguori,Paroisse (municipalité de),3.0,3.2,0
2016A00052464008,Quebec,Terrebonne,Ville,1.8,3.6,0
2016A00052464015,Quebec,Mascouche,Ville,2.7,3.3,0
2016A00052465005,Quebec,Laval,Ville,2.9,3.0,0
2016A00052466007,Quebec,Montréal-Est,Ville,3.2,2.1,0
2016A00052466023,Quebec,Montréal,Ville,3.9,4.5,0
2016A00052466032,Quebec,Westmount,Ville,3.2,4.8,0
2016A00052466047,Quebec,Montréal-Ouest,Ville,2.5,2.2,0
2016A00052466058,Quebec,Côte-Saint-Luc,Ville,4.0,4.1,0
2016A00052466062,Quebec,Hampstead,Ville,1.7,4.1,0
2016A00052466072,Quebec,Mont-Royal,Ville,2.7,3.4,0
2016A00052466087,Quebec,Dorval,Ville,2.8,3.9,0
2016A00052466097,Quebec,Pointe-Claire,Ville,3.8,2.9,0
2016A00052466102,Quebec,Kirkland,Ville,1.7,2.0,0
2016A00052466107,Quebec,Beaconsfield,Ville,1.7,2.2,0
2016A00052466112,Quebec,Baie-D'Urfé,Ville,2.1,3.7,0
2016A00052466117,Quebec,Sainte-Anne-de-Bellevue,Ville,8.3,4.6,100
2016A00052466127,Quebec,Senneville,Village,1.6,0.6,0
2016A00052466142,Quebec,Dollard-Des Ormeaux,Ville,2.3,2.9,0
2016A00052467005,Quebec,Saint-Mathieu,Municipalité,1.7,2.5,0
2016A00052467010,Quebec,Saint-Philippe,Municipalité,2.3,1.0,0
2016A00052467015,Quebec,La Prairie,Ville,2.6,2.2,0
2016A00052467020,Quebec,Candiac,Ville,1.8,2.4,0
2016A00052467025,Quebec,Delson,Ville,1.8,2.1,0
2016A00052467030,Quebec,Sainte-Catherine,Ville,3.0,2.5,0
2016A00052467035,Quebec,Saint-Constant,Ville,2.2,3.4,0
2016A00052467040,Quebec,Saint-Isidore,Paroisse (municipalité de),2.9,4.6,0
2016A00052467045,Quebec,Mercier,Ville,2.0,1.8,0
2016A00052467050,Quebec,Châteauguay,Ville,2.8,2.8,0
2016A00052467055,Quebec,Léry,Ville,1.9,0.4,0
2016A00052468005,Quebec,Saint-Bernard-de-Lacolle,Paroisse (municipalité de),4.0,7.4,0
2016A00052468010,Quebec,Hemmingford,Village,4.4,6.1,0
2016A00052468015,Quebec,Hemmingford,Canton (municipalité de),4.4,2.2,0
2016A00052468020,Quebec,Sainte-Clotilde,Municipalité,3.2,7.7,0
2016A00052468025,Quebec,Saint-Patrice-de-Sherrington,Municipalité,2.0,4.8,0
2016A00052468030,Quebec,Napierville,Municipalité,4.3,3.3,0
2016A00052468035,Quebec,Saint-Cyprien-de-Napierville,Municipalité,1.4,2.6,0
2016A00052468040,Quebec,Saint-Jacques-le-Mineur,Municipalité,11.8,6.3,1100
2016A00052468045,Quebec,Saint-Édouard,Municipalité,1.3,3.1,0
2016A00052468050,Quebec,Saint-Michel,Municipalité,1.7,3.9,0
2016A00052468055,Quebec,Saint-Rémi,Ville,4.0,4.9,0
2016A00052469005,Quebec,Havelock,Canton (municipalité de),3.9,4.2,0
2016A00052469010,Quebec,Franklin,Municipalité,3.9,5.3,0
2016A00052469017,Quebec,Saint-Chrysostome,Municipalité,3.2,5.4,0
2016A00052469025,Quebec,Howick,Municipalité,2.0,1.7,0
2016A00052469030,Quebec,Très-Saint-Sacrement,Paroisse (municipalité de),1.9,2.2,0
2016A00052469037,Quebec,Ormstown,Municipalité,4.2,3.2,0
2016A00052469045,Quebec,Hinchinbrooke,Municipalité,3.9,7.8,0
2016A00052469050,Quebec,Elgin,Municipalité,2.1,8.3,0
2016A00052469055,Quebec,Huntingdon,Ville,5.5,8.6,0
2016A00052469060,Quebec,Godmanchester,Canton (municipalité de),2.6,7.0,0
2016A00052469065,Quebec,Sainte-Barbe,Municipalité,3.3,7.5,0
2016A00052469070,Quebec,Saint-Anicet,Municipalité,4.1,5.2,0
2016A00052469075,Quebec,Dundee,Canton (municipalité de),2.5,8.9,0
2016A00052470005,Quebec,Saint-Urbain-Premier,Municipalité,1.9,1.1,0
2016A00052470012,Quebec,Sainte-Martine,Municipalité,2.2,1.4,0
2016A00052470022,Quebec,Beauharnois,Ville,3.4,3.0,0
2016A00052470030,Quebec,Saint-Étienne-de-Beauharnois,Municipalité,1.7,1.3,0
2016A00052470035,Quebec,Saint-Louis-de-Gonzague,Paroisse (municipalité de),2.3,4.3,0
2016A00052470040,Quebec,Saint-Stanislas-de-Kostka,Municipalité,3.9,4.6,0
2016A00052470052,Quebec,Salaberry-de-Valleyfield,Ville,5.0,4.4,0
2016A00052471005,Quebec,Rivière-Beaudette,Municipalité,3.5,7.0,0
2016A00052471015,Quebec,Saint-Télesphore,Municipalité,4.4,9.6,0
2016A00052471020,Quebec,Saint-Polycarpe,Municipalité,3.3,0.7,0
2016A00052471025,Quebec,Saint-Zotique,Municipalité,2.0,3.9,0
2016A00052471033,Quebec,Les Coteaux,Municipalité,2.2,2.0,0
2016A00052471040,Quebec,Coteau-du-Lac,Ville,2.9,1.5,0
2016A00052471045,Quebec,Saint-Clet,Municipalité,3.6,2.5,0
2016A00052471050,Quebec,Les Cèdres,Municipalité,1.7,1.3,0
2016A00052471055,Quebec,Pointe-des-Cascades,Village,5.1,5.6,0
